classifier,C,class_weight,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_recall_insulator_ok_mean,cv_recall_insulator_ok_std,cv_recall_defect_flashover_mean,cv_recall_defect_flashover_std,cv_recall_defect_broken_mean,cv_recall_defect_broken_std,kernel
logreg,0.01,none,0.819047619047619,0.03563483225498991,0.5100116005998359,0.12672656210696492,0.975,0.03061862178478973,0.2,0.4000000000000001,0.39999999999999997,0.38873012632302,
logreg,0.01,balanced,0.8571428571428571,0.06023386019368343,0.753062558356676,0.14416205945721056,0.9125,0.0637377439199098,0.7,0.4,0.6666666666666666,0.21081851067789195,
logreg,0.03,none,0.8380952380952381,0.03809523809523809,0.6023761423761422,0.15843013784610063,0.975,0.03061862178478973,0.4,0.37416573867739417,0.39999999999999997,0.38873012632302,
logreg,0.03,balanced,0.8952380952380953,0.019047619047619067,0.8219622697563873,0.04462051558118341,0.95,0.025,0.8,0.2449489742783178,0.6666666666666666,0.21081851067789195,
logreg,0.1,none,0.8666666666666666,0.01904761904761907,0.7058619811560988,0.06773126810767192,0.975,0.03061862178478973,0.6,0.37416573867739417,0.4666666666666667,0.33993463423951903,
logreg,0.1,balanced,0.8952380952380953,0.019047619047619067,0.8219622697563873,0.04462051558118341,0.95,0.025,0.8,0.2449489742783178,0.6666666666666666,0.21081851067789195,
logreg,0.3,none,0.8857142857142858,0.023328473740792197,0.7628819709702063,0.06698475609288834,0.975,0.03061862178478973,0.7,0.2449489742783178,0.5333333333333333,0.33993463423951903,
logreg,0.3,balanced,0.8761904761904763,0.0380952380952381,0.7738413547237076,0.08256741540112889,0.95,0.025,0.8,0.2449489742783178,0.5333333333333333,0.33993463423951903,
logreg,1.0,none,0.8857142857142858,0.023328473740792197,0.7628819709702063,0.06698475609288834,0.975,0.03061862178478973,0.7,0.2449489742783178,0.5333333333333333,0.33993463423951903,
logreg,1.0,balanced,0.8666666666666666,0.03563483225498992,0.7583689839572192,0.08087490866212195,0.9375,0.0,0.8,0.2449489742783178,0.5333333333333333,0.33993463423951903,
logreg,3.0,none,0.8857142857142858,0.023328473740792197,0.7628819709702063,0.06698475609288834,0.975,0.03061862178478973,0.7,0.2449489742783178,0.5333333333333333,0.33993463423951903,
logreg,3.0,balanced,0.8666666666666666,0.03563483225498992,0.7583689839572192,0.08087490866212195,0.9375,0.0,0.8,0.2449489742783178,0.5333333333333333,0.33993463423951903,
svm,0.1,none,0.8476190476190476,0.03563483225498991,0.6559407096171802,0.09569041815408112,0.95,0.04677071733467427,0.4,0.37416573867739417,0.6,0.24944382578492946,linear
svm,0.1,balanced,0.8476190476190476,0.03563483225498991,0.6559407096171802,0.09569041815408112,0.95,0.04677071733467427,0.4,0.37416573867739417,0.6,0.24944382578492946,linear
svm,0.1,none,0.7619047619047619,0.0,0.2882882882882883,0.0,1.0,0.0,0.0,0.0,0.0,0.0,rbf
svm,0.1,balanced,0.6095238095238095,0.09712418121129116,0.407809916775434,0.10987981544272903,0.6625,0.06373774391990981,0.1,0.2,0.6666666666666667,0.4216370213557839,rbf
svm,0.3,none,0.8476190476190476,0.03563483225498991,0.6559407096171802,0.09569041815408112,0.95,0.04677071733467427,0.4,0.37416573867739417,0.6,0.24944382578492946,linear
svm,0.3,balanced,0.8476190476190476,0.03563483225498991,0.6559407096171802,0.09569041815408112,0.95,0.04677071733467427,0.4,0.37416573867739417,0.6,0.24944382578492946,linear
svm,0.3,none,0.7619047619047619,0.0,0.2882882882882883,0.0,1.0,0.0,0.0,0.0,0.0,0.0,rbf
svm,0.3,balanced,0.49523809523809526,0.07737179432986628,0.46141789494862956,0.17724106894805103,0.45,0.1,0.5,0.4472135954999579,0.7333333333333333,0.38873012632302,rbf
svm,1.0,none,0.8476190476190476,0.03563483225498991,0.6559407096171802,0.09569041815408112,0.95,0.04677071733467427,0.4,0.37416573867739417,0.6,0.24944382578492946,linear
svm,1.0,balanced,0.8476190476190476,0.03563483225498991,0.6559407096171802,0.09569041815408112,0.95,0.04677071733467427,0.4,0.37416573867739417,0.6,0.24944382578492946,linear
svm,1.0,none,0.7523809523809524,0.01904761904761902,0.2861861861861862,0.004204204204204198,0.9875,0.024999999999999998,0.0,0.0,0.0,0.0,rbf
svm,1.0,balanced,0.7714285714285716,0.06998542122237651,0.5768639354034891,0.12322584564968908,0.8875,0.10752906583803283,0.4,0.37416573867739417,0.39999999999999997,0.32659863237109044,rbf
svm,3.0,none,0.8476190476190476,0.03563483225498991,0.6559407096171802,0.09569041815408112,0.95,0.04677071733467427,0.4,0.37416573867739417,0.6,0.24944382578492946,linear
svm,3.0,balanced,0.8476190476190476,0.03563483225498991,0.6559407096171802,0.09569041815408112,0.95,0.04677071733467427,0.4,0.37416573867739417,0.6,0.24944382578492946,linear
svm,3.0,none,0.819047619047619,0.019047619047619025,0.5397759103641456,0.08528911677730601,0.9875,0.024999999999999998,0.2,0.24494897427831783,0.3333333333333333,0.21081851067789195,rbf
svm,3.0,balanced,0.8095238095238095,0.030116930096841705,0.5110822510822511,0.0729271705575466,0.975,0.03061862178478973,0.2,0.24494897427831783,0.3333333333333333,0.36514837167011077,rbf
