run_id,model_key,kind,model_id,status,classifier,C,class_weight,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_recall_insulator_ok_mean,cv_recall_insulator_ok_std,cv_recall_defect_flashover_mean,cv_recall_defect_flashover_std,cv_recall_defect_broken_mean,cv_recall_defect_broken_std,accuracy,macro_f1,recall_insulator_ok,recall_defect_flashover,recall_defect_broken,cv_results_path,predictions_path,confusion_matrix_path,sweep
non_vlm_dinov2_base_logreg,dinov2_base,hf_auto,facebook/dinov2-base,ok,logreg,0.03,balanced,0.8952380952380953,0.019047619047619,0.8219622697563873,0.0446205155811834,0.95,0.025,0.8,0.2449489742783178,0.6666666666666666,0.2108185106778919,0.6551724137931034,0.6683501683501684,0.65625,0.65,0.6666666666666666,reports/next_research/non_vlm_baselines/hf_sweep/dinov2_base/cv_results.csv,reports/next_research/non_vlm_baselines/hf_sweep/dinov2_base/val_predictions.csv,reports/next_research/non_vlm_baselines/hf_sweep/dinov2_base/confusion_matrix.csv,hf_sweep
non_vlm_efficientnet_b0_logreg,efficientnet_b0,timm,efficientnet_b0.ra_in1k,ok,logreg,0.1,balanced,0.838095238095238,0.0485620906056455,0.660839151887539,0.1593999575577233,0.925,0.0467707173346742,0.4,0.3741657386773941,0.6666666666666666,0.2108185106778919,0.6206896551724138,0.6062078272604589,0.6875,0.5,0.6666666666666666,reports/next_research/non_vlm_baselines/timm_sweep/efficientnet_b0/cv_results.csv,reports/next_research/non_vlm_baselines/timm_sweep/efficientnet_b0/val_predictions.csv,reports/next_research/non_vlm_baselines/timm_sweep/efficientnet_b0/confusion_matrix.csv,timm_sweep
non_vlm_convnext_tiny_logreg,convnext_tiny,timm,convnext_tiny.fb_in1k,ok,logreg,1.0,balanced,0.8,0.0466569474815843,0.5627388733271086,0.0831083815973049,0.9375,0.0968245836551854,0.3,0.3999999999999999,0.3999999999999999,0.3265986323710904,0.6551724137931034,0.5901689708141321,0.71875,0.6,0.5,reports/next_research/non_vlm_baselines/timm_sweep/convnext_tiny/cv_results.csv,reports/next_research/non_vlm_baselines/timm_sweep/convnext_tiny/val_predictions.csv,reports/next_research/non_vlm_baselines/timm_sweep/convnext_tiny/confusion_matrix.csv,timm_sweep
non_vlm_siglip_b16_224_logreg,siglip_b16_224,hf_auto,google/siglip-base-patch16-224,ok,logreg,0.03,balanced,0.8666666666666666,0.0761904761904761,0.7615255496137848,0.0855564023640663,0.9375,0.0968245836551854,0.5,0.3162277660168379,0.7333333333333332,0.1333333333333333,0.4827586206896552,0.5300283635466765,0.375,0.6,0.6666666666666666,reports/next_research/non_vlm_baselines/hf_sweep/siglip_b16_224/cv_results.csv,reports/next_research/non_vlm_baselines/hf_sweep/siglip_b16_224/val_predictions.csv,reports/next_research/non_vlm_baselines/hf_sweep/siglip_b16_224/confusion_matrix.csv,hf_sweep
non_vlm_clip_l14_logreg,clip_l14,hf_auto,openai/clip-vit-large-patch14,ok,logreg,3.0,none,0.8761904761904761,0.0485620906056455,0.7402863550112126,0.1236169851916416,0.9625,0.0499999999999999,0.5,0.3162277660168379,0.6666666666666666,0.2108185106778919,0.5172413793103449,0.473912488837862,0.65625,0.3,0.5,reports/next_research/non_vlm_baselines/hf_sweep/clip_l14/cv_results.csv,reports/next_research/non_vlm_baselines/hf_sweep/clip_l14/val_predictions.csv,reports/next_research/non_vlm_baselines/hf_sweep/clip_l14/confusion_matrix.csv,hf_sweep
non_vlm_clip_b32_logreg,clip_b32,hf_auto,openai/clip-vit-base-patch32,ok,logreg,0.03,balanced,0.8761904761904761,0.0980536203903523,0.8047827481160814,0.138149770463187,0.9125,0.1159202311936963,0.8,0.2449489742783178,0.7333333333333333,0.2494438257849294,0.5689655172413793,0.460941085107134,0.75,0.4,0.1666666666666666,reports/next_research/non_vlm_baselines/hf_sweep/clip_b32/cv_results.csv,reports/next_research/non_vlm_baselines/hf_sweep/clip_b32/val_predictions.csv,reports/next_research/non_vlm_baselines/hf_sweep/clip_b32/confusion_matrix.csv,hf_sweep
non_vlm_resnet50_logreg,resnet50,timm,resnet50.a1_in1k,ok,logreg,1.0,balanced,0.838095238095238,0.0233284737407921,0.6477971824003362,0.1399117213450405,0.925,0.0728868986855662,0.5,0.4472135954999579,0.6,0.2494438257849294,0.4482758620689655,0.4580209895052474,0.4375,0.45,0.5,reports/next_research/non_vlm_baselines/timm_sweep/resnet50/cv_results.csv,reports/next_research/non_vlm_baselines/timm_sweep/resnet50/val_predictions.csv,reports/next_research/non_vlm_baselines/timm_sweep/resnet50/confusion_matrix.csv,timm_sweep
