run_id,model_key,kind,model_id,status,classifier,C,class_weight,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_recall_insulator_ok_mean,cv_recall_insulator_ok_std,cv_recall_defect_flashover_mean,cv_recall_defect_flashover_std,cv_recall_defect_broken_mean,cv_recall_defect_broken_std,accuracy,macro_f1,recall_insulator_ok,recall_defect_flashover,recall_defect_broken,cv_results_path,predictions_path,confusion_matrix_path
non_vlm_dinov2_binary_logreg,dinov2_binary,hf_auto,facebook/dinov2-base,ok,logreg,0.03,balanced,0.9444444444444444,0.08606629658238703,0.8511363636363637,0.21847754579482287,0.975,0.049999999999999996,0.7,0.4,0.0,0.0,0.7115384615384616,0.7026305756767061,0.71875,0.7,0.0,reports/next_research/accuracy_ablation/flashover_binary/dinov2_binary/cv_results.csv,reports/next_research/accuracy_ablation/flashover_binary/dinov2_binary/val_predictions.csv,reports/next_research/accuracy_ablation/flashover_binary/dinov2_binary/confusion_matrix.csv
non_vlm_clip_b32_binary_logreg,clip_b32_binary,hf_auto,openai/clip-vit-base-patch32,ok,logreg,0.01,balanced,0.9111111111111111,0.12472191289246473,0.8204105571847506,0.2214867777179512,0.9375,0.09682458365518543,0.7,0.4,0.0,0.0,0.6153846153846154,0.606060606060606,0.625,0.6,0.0,reports/next_research/accuracy_ablation/flashover_binary/clip_b32_binary/cv_results.csv,reports/next_research/accuracy_ablation/flashover_binary/clip_b32_binary/val_predictions.csv,reports/next_research/accuracy_ablation/flashover_binary/clip_b32_binary/confusion_matrix.csv
