run_id,model_key,kind,model_id,status,classifier,C,class_weight,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_recall_insulator_ok_mean,cv_recall_insulator_ok_std,cv_recall_defect_flashover_mean,cv_recall_defect_flashover_std,cv_recall_defect_broken_mean,cv_recall_defect_broken_std,accuracy,macro_f1,recall_insulator_ok,recall_defect_flashover,recall_defect_broken,cv_results_path,predictions_path,confusion_matrix_path
non_vlm_efficientnet_b0_logreg,efficientnet_b0,timm,efficientnet_b0.ra_in1k,ok,logreg,0.1,balanced,0.838095238095238,0.04856209060564558,0.660839151887539,0.15939995755772335,0.925,0.046770717334674264,0.4,0.37416573867739417,0.6666666666666666,0.21081851067789195,0.6206896551724138,0.6062078272604589,0.6875,0.5,0.6666666666666666,reports/next_research/non_vlm_baselines/timm_sweep/efficientnet_b0/cv_results.csv,reports/next_research/non_vlm_baselines/timm_sweep/efficientnet_b0/val_predictions.csv,reports/next_research/non_vlm_baselines/timm_sweep/efficientnet_b0/confusion_matrix.csv
non_vlm_convnext_tiny_logreg,convnext_tiny,timm,convnext_tiny.fb_in1k,ok,logreg,1.0,balanced,0.8,0.04665694748158433,0.5627388733271086,0.08310838159730494,0.9375,0.09682458365518543,0.3,0.39999999999999997,0.39999999999999997,0.32659863237109044,0.6551724137931034,0.5901689708141321,0.71875,0.6,0.5,reports/next_research/non_vlm_baselines/timm_sweep/convnext_tiny/cv_results.csv,reports/next_research/non_vlm_baselines/timm_sweep/convnext_tiny/val_predictions.csv,reports/next_research/non_vlm_baselines/timm_sweep/convnext_tiny/confusion_matrix.csv
non_vlm_resnet50_logreg,resnet50,timm,resnet50.a1_in1k,ok,logreg,1.0,balanced,0.838095238095238,0.023328473740792145,0.6477971824003362,0.1399117213450405,0.925,0.07288689868556626,0.5,0.4472135954999579,0.6,0.24944382578492946,0.4482758620689655,0.4580209895052474,0.4375,0.45,0.5,reports/next_research/non_vlm_baselines/timm_sweep/resnet50/cv_results.csv,reports/next_research/non_vlm_baselines/timm_sweep/resnet50/val_predictions.csv,reports/next_research/non_vlm_baselines/timm_sweep/resnet50/confusion_matrix.csv
