classifier,C,class_weight,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_recall_insulator_ok_mean,cv_recall_insulator_ok_std,cv_recall_defect_flashover_mean,cv_recall_defect_flashover_std,cv_recall_defect_broken_mean,cv_recall_defect_broken_std,kernel
logreg,0.01,none,0.9222222222222222,0.04444444444444447,0.6459893048128343,0.22238275091929097,1.0,0.0,0.3,0.39999999999999997,0.0,0.0,
logreg,0.01,balanced,0.9111111111111111,0.12472191289246473,0.8204105571847506,0.2214867777179512,0.9375,0.09682458365518543,0.7,0.4,0.0,0.0,
logreg,0.03,none,0.9111111111111111,0.027216552697590882,0.6227634983612214,0.18752992420226286,0.9875,0.024999999999999998,0.3,0.39999999999999997,0.0,0.0,
logreg,0.03,balanced,0.9111111111111111,0.12472191289246473,0.8204105571847506,0.2214867777179512,0.9375,0.09682458365518543,0.7,0.4,0.0,0.0,
logreg,0.1,none,0.9222222222222222,0.027216552697590882,0.6922822149387615,0.1825946941263921,0.9875,0.024999999999999998,0.4,0.37416573867739417,0.0,0.0,
logreg,0.1,balanced,0.888888888888889,0.11111111111111112,0.7608211143695014,0.18278671181926354,0.925,0.09185586535436917,0.6,0.37416573867739417,0.0,0.0,
logreg,0.3,none,0.9,0.06478835438717,0.685664567879938,0.19091930326239884,0.9625,0.049999999999999996,0.4,0.37416573867739417,0.0,0.0,
logreg,0.3,balanced,0.888888888888889,0.11111111111111112,0.7608211143695014,0.18278671181926354,0.925,0.09185586535436917,0.6,0.37416573867739417,0.0,0.0,
logreg,1.0,none,0.9,0.06478835438717,0.685664567879938,0.19091930326239884,0.9625,0.049999999999999996,0.4,0.37416573867739417,0.0,0.0,
logreg,1.0,balanced,0.8888888888888887,0.08606629658238703,0.7316678885630499,0.16482803784631966,0.9375,0.06846531968814576,0.5,0.31622776601683794,0.0,0.0,
logreg,3.0,none,0.9,0.06478835438717,0.685664567879938,0.19091930326239884,0.9625,0.049999999999999996,0.4,0.37416573867739417,0.0,0.0,
logreg,3.0,balanced,0.8888888888888887,0.08606629658238703,0.7316678885630499,0.16482803784631966,0.9375,0.06846531968814576,0.5,0.31622776601683794,0.0,0.0,
svm,0.1,none,0.888888888888889,0.06085806194501844,0.6657782042435743,0.18100131971265332,0.95,0.046770717334674264,0.4,0.37416573867739417,0.0,0.0,linear
svm,0.1,balanced,0.888888888888889,0.06085806194501844,0.6657782042435743,0.18100131971265332,0.95,0.046770717334674264,0.4,0.37416573867739417,0.0,0.0,linear
svm,0.1,none,0.888888888888889,1.1102230246251565e-16,0.47058823529411764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,rbf
svm,0.1,balanced,0.888888888888889,1.1102230246251565e-16,0.47058823529411764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,rbf
svm,0.3,none,0.888888888888889,0.06085806194501844,0.6657782042435743,0.18100131971265332,0.95,0.046770717334674264,0.4,0.37416573867739417,0.0,0.0,linear
svm,0.3,balanced,0.888888888888889,0.06085806194501844,0.6657782042435743,0.18100131971265332,0.95,0.046770717334674264,0.4,0.37416573867739417,0.0,0.0,linear
svm,0.3,none,0.888888888888889,1.1102230246251565e-16,0.47058823529411764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,rbf
svm,0.3,balanced,0.888888888888889,0.11653431646335018,0.7145282042435742,0.2363683096863318,0.9375,0.09682458365518543,0.5,0.4472135954999579,0.0,0.0,rbf
svm,1.0,none,0.888888888888889,0.06085806194501844,0.6657782042435743,0.18100131971265332,0.95,0.046770717334674264,0.4,0.37416573867739417,0.0,0.0,linear
svm,1.0,balanced,0.888888888888889,0.06085806194501844,0.6657782042435743,0.18100131971265332,0.95,0.046770717334674264,0.4,0.37416573867739417,0.0,0.0,linear
svm,1.0,none,0.888888888888889,1.1102230246251565e-16,0.47058823529411764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,rbf
svm,1.0,balanced,0.888888888888889,0.11653431646335018,0.7145282042435742,0.2363683096863318,0.9375,0.09682458365518543,0.5,0.4472135954999579,0.0,0.0,rbf
svm,3.0,none,0.888888888888889,0.06085806194501844,0.6657782042435743,0.18100131971265332,0.95,0.046770717334674264,0.4,0.37416573867739417,0.0,0.0,linear
svm,3.0,balanced,0.888888888888889,0.06085806194501844,0.6657782042435743,0.18100131971265332,0.95,0.046770717334674264,0.4,0.37416573867739417,0.0,0.0,linear
svm,3.0,none,0.8666666666666668,0.056655772373253144,0.5302807486631016,0.144469734015264,0.9625,0.049999999999999996,0.1,0.2,0.0,0.0,rbf
svm,3.0,balanced,0.8666666666666668,0.056655772373253144,0.5302807486631016,0.144469734015264,0.9625,0.049999999999999996,0.1,0.2,0.0,0.0,rbf
